SA1 (UR),Nil income,"$1-$149 ($1-$7,799)","$150-$299 ($7,800-$15,599)","$300-$399 ($15,600-$20,799)","$400-$499 ($20,800-$25,999)","$500-$649 ($26,000-$33,799)","$650-$799 ($33,800-$41,599)","$800-$999 ($41,600-$51,999)","$1,000-$1,249 ($52,000-$64,999)","$1,250-$1,499 ($65,000-$77,999)","$1,500-$1,749 ($78,000-$90,999)","$1,750-$1,999 ($91,000-$103,999)","$2,000-$2,999 ($104,000-$155,999)","$3,000-$3,499 ($156,000-$181,999)","$3,500 or more ($182,000 or more)",Not stated,Not applicable,Total
21302134230,32,8,11,23,24,21,29,42,34,26,31,7,18,0,6,27,70,413
21302134231,32,7,13,27,38,24,19,33,33,18,17,10,18,0,3,16,63,361
21302134232,18,5,10,17,21,10,8,24,17,17,14,4,19,0,3,4,34,223
21302134233,14,0,5,7,14,17,11,14,21,25,11,12,20,4,0,13,32,229
21302134234,41,13,22,35,31,21,37,27,35,20,25,19,23,3,0,34,63,449
21302134235,23,7,28,39,37,26,8,29,31,30,32,13,11,5,4,135,73,518
21302134236,24,15,17,24,27,22,18,35,39,33,14,5,27,0,0,19,93,414
21302134237,33,13,24,23,32,27,15,26,27,22,6,18,26,6,6,0,47,357
21302134238,28,5,18,35,32,14,17,19,26,27,20,19,17,0,3,13,50,330
21302134239,20,14,13,24,20,26,16,14,18,26,21,12,17,0,4,10,52,311
21302134240,26,11,16,23,23,14,20,29,17,23,12,10,16,5,0,15,58,313
21302134241,26,11,13,53,28,28,36,31,35,28,21,21,26,6,7,11,69,458
21302134242,28,8,17,23,25,32,22,27,33,19,17,15,23,0,7,17,61,375
21302134243,25,15,14,33,28,21,27,35,19,25,20,14,22,4,9,17,74,402
21302134244,24,19,20,28,30,32,24,19,29,29,25,12,24,3,9,18,68,403
21302134245,40,14,19,32,34,33,19,46,49,43,37,11,25,3,0,17,97,525
21302134246,20,6,14,30,18,16,9,18,20,12,13,8,11,3,0,16,39,269
21302134248,28,4,9,30,25,12,24,23,27,22,20,13,8,0,0,18,43,306
21302134249,20,9,11,32,96,18,19,23,22,11,13,9,21,0,4,21,50,386
21302134301,15,11,13,27,30,9,8,25,14,19,28,16,21,5,0,15,52,305
21302134302,33,13,21,33,41,30,27,31,24,20,23,18,33,6,6,18,93,460
21302134303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21302134304,36,15,22,35,40,21,30,42,58,66,50,44,53,15,6,36,100,675
21302134305,34,10,23,22,21,24,36,45,56,46,43,34,41,9,6,56,65,550
21302134306,48,9,30,51,36,27,34,45,87,49,59,42,59,5,15,33,110,732
21302134307,28,16,19,48,38,20,20,25,38,30,29,10,29,8,9,25,96,489
21302134308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5
21302134309,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6
21302134310,41,6,25,34,35,20,18,28,36,29,36,16,39,6,12,28,118,529
21302134311,37,8,16,23,23,16,14,17,15,9,21,14,19,3,0,21,81,350
21302134312,68,20,28,62,36,45,42,54,54,53,38,30,85,10,9,50,194,891
21302134313,27,4,11,16,28,29,13,20,20,17,15,5,16,4,11,34,69,353
21302134314,17,13,22,35,19,16,12,26,8,17,9,5,25,6,5,23,71,349
21302134315,29,7,42,54,37,25,15,17,19,16,15,8,13,4,15,71,142,537
21302134316,26,9,16,30,19,25,24,23,26,22,18,24,33,7,5,23,85,420
21302134317,38,15,16,46,40,24,35,38,35,21,32,22,50,16,5,44,122,604
21302134318,37,15,29,46,40,27,11,18,35,29,30,26,49,7,14,27,153,615
21302134319,30,14,16,35,28,26,19,24,20,15,21,15,27,9,19,22,99,432
21302134320,46,17,11,32,28,15,27,21,25,31,26,21,47,15,16,23,96,487
21302134321,34,3,12,20,30,14,11,26,27,30,31,24,50,5,9,17,99,462
21302134322,37,14,24,34,30,27,26,35,48,23,15,22,49,15,17,16,136,565
21302134323,34,8,15,31,32,18,25,25,25,23,40,20,44,15,15,35,132,527
21302134324,53,18,34,64,61,41,52,49,54,44,40,23,44,7,6,21,154,750
21302134325,59,16,23,41,45,30,41,38,45,34,45,24,39,5,6,40,108,643
21302134326,47,15,27,49,48,29,25,32,34,38,36,19,39,5,10,35,88,572
21302134327,26,19,18,47,38,26,21,18,25,20,13,15,21,7,10,58,57,452
21302134328,31,7,12,40,30,18,15,11,24,26,21,22,36,7,14,21,75,403
21302134329,24,6,14,10,20,14,11,10,26,15,13,13,25,5,9,18,67,279
21302134330,75,16,16,37,47,37,20,21,38,35,23,28,41,13,21,24,117,622
21302134331,12,7,8,23,24,14,6,13,12,0,4,5,3,6,5,179,31,341
21302134332,25,20,23,42,22,25,30,18,25,13,27,15,24,0,4,35,91,435
21302134401,19,13,11,11,17,9,16,18,22,12,17,16,31,6,14,17,48,287
21302134402,32,15,14,17,28,25,15,20,22,22,37,23,51,14,43,17,84,473
21302134403,35,20,22,30,33,17,25,33,32,43,25,34,74,22,28,17,131,624
21302134404,32,4,20,14,13,19,29,31,35,32,27,35,54,10,29,18,92,494
21302134405,40,21,20,27,45,23,33,34,33,44,49,47,106,24,33,17,169,759
21302134406,28,9,16,20,29,32,18,15,28,23,34,22,57,24,24,23,130,533
21302134407,31,6,17,22,22,24,30,28,42,30,40,25,83,26,27,27,133,621
21302134408,32,13,9,13,15,22,8,17,26,19,21,23,59,16,29,9,127,446
21302134409,21,17,7,16,23,17,21,23,18,33,31,18,59,16,34,8,116,475
21302134410,24,9,10,21,15,19,15,26,27,17,25,26,69,24,35,13,135,501
21302134411,27,15,23,20,21,16,26,23,24,23,36,38,67,22,39,13,130,560
21302134412,22,14,19,30,15,16,22,21,26,36,24,15,57,29,37,8,135,523
21302134413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21302134414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21302134415,17,12,9,20,20,19,15,25,30,33,25,22,44,12,21,21,107,456
21302134416,21,8,14,18,14,14,11,12,20,11,24,15,29,18,17,13,87,338
21302134417,31,4,9,19,19,7,16,22,38,28,23,20,41,13,27,13,93,417
21302134418,15,8,6,20,15,16,11,17,13,21,17,13,43,8,9,14,41,290
21302134419,13,14,8,23,19,10,22,25,25,27,31,12,48,22,30,4,96,444
21302134420,28,13,13,14,9,4,20,19,23,15,25,14,57,12,40,4,103,406
21302134421,26,7,16,35,12,23,14,24,23,24,26,20,40,21,29,7,76,417
21302134422,33,19,22,23,31,23,17,20,26,22,26,36,56,11,39,11,102,519
21302134423,30,13,11,21,17,20,20,28,22,33,18,17,34,8,32,22,62,420
21302134424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21302134425,35,15,16,27,30,22,25,34,23,29,43,26,81,31,51,22,164,667
21302134426,29,16,21,10,17,23,18,25,22,33,27,29,54,17,33,16,150,527
21302134427,23,11,8,12,13,23,21,23,33,39,21,32,55,21,12,81,66,485
21302134428,23,6,13,16,20,16,10,26,29,26,32,19,67,17,28,38,101,479
21302134429,32,13,22,17,27,16,23,15,34,29,30,24,60,14,26,22,119,536
21302134430,32,10,20,23,28,32,35,35,49,40,48,44,79,26,28,25,152,706
21302134431,24,12,19,25,28,26,27,35,47,39,39,31,83,14,28,23,127,621
21302134432,4,4,7,14,8,7,20,17,19,28,13,21,32,9,13,15,52,287
21302134433,9,5,13,5,12,9,0,17,21,8,8,8,23,9,19,11,48,228
21302134434,33,23,18,14,16,30,20,24,19,19,19,18,56,9,32,8,90,446
21302134435,27,11,13,15,8,14,9,15,20,15,13,12,31,15,22,16,81,335
21302134436,23,12,8,19,7,12,17,22,24,6,15,19,34,12,17,11,51,306
21302134437,38,10,11,15,24,12,23,16,31,24,25,22,72,9,54,15,103,512
21302134438,22,4,8,9,12,3,15,15,20,14,20,18,29,3,18,74,29,329
21302134439,42,21,21,15,30,24,28,38,33,27,33,38,70,26,51,16,169,692
21302134440,41,11,14,27,25,22,31,27,20,20,34,25,72,20,59,13,154,606
21302134441,19,5,0,11,9,8,11,6,15,13,13,5,34,5,16,10,50,228
21302134442,28,15,16,29,30,21,30,41,31,39,44,41,79,30,36,28,133,669
21302134501,21,7,7,16,15,12,10,17,18,24,8,19,16,4,0,18,71,286
21302134502,20,6,11,25,12,9,14,22,29,18,10,12,14,3,0,10,68,283
21302134503,42,8,16,21,27,17,15,23,38,34,17,17,32,4,0,25,87,431
21302134504,17,10,16,18,24,16,22,15,23,11,16,10,31,6,3,18,65,325
21302134505,32,3,12,14,19,20,12,13,23,17,18,12,29,8,0,8,69,315
21302134506,36,13,19,17,21,22,21,27,37,28,16,20,33,3,5,18,50,376
21302134507,30,16,15,19,14,16,23,30,20,24,20,17,35,9,5,9,91,415
21302134508,33,16,10,16,5,15,26,12,14,18,17,10,34,8,12,17,65,333
21302134509,37,18,25,32,15,15,11,31,25,21,17,20,30,9,6,11,87,397
21302134510,30,8,5,11,13,20,12,24,14,24,20,13,20,3,3,8,62,283
21302134511,63,17,30,31,44,27,34,48,54,38,36,27,52,13,7,32,161,712
21302134512,25,16,4,17,18,20,22,10,16,21,23,12,15,4,11,4,63,302
21302134513,46,14,26,27,30,13,26,33,22,18,28,30,31,3,9,11,96,468
21302134601,27,14,11,22,28,28,13,19,10,21,24,21,32,21,50,20,99,449
21302134602,26,17,14,7,6,14,11,27,27,17,15,11,29,10,30,6,60,328
21302134603,30,5,19,38,54,26,18,25,22,18,20,15,46,10,45,16,77,484
21302134604,59,21,33,43,54,46,42,41,66,72,53,58,108,46,84,37,194,1050
21302134605,25,13,37,37,32,22,21,33,28,19,19,23,38,16,29,29,92,521
21302134606,31,29,13,18,22,19,16,15,13,18,24,25,39,16,34,9,75,413
21302134607,20,8,9,7,18,29,19,12,20,22,18,12,28,11,31,8,70,346
21302134608,20,9,12,16,6,11,12,15,21,13,22,10,29,7,29,21,61,301
21302134609,44,22,29,32,39,41,24,25,39,36,45,29,71,21,60,13,94,668
21302134610,28,17,16,15,11,20,16,19,19,15,20,17,30,11,47,9,90,406
21302134611,25,19,20,21,19,23,28,22,24,18,31,14,44,21,33,11,100,463
21302134612,19,9,12,25,17,29,18,22,28,36,27,17,34,3,22,14,59,404
21302134613,41,26,27,41,25,21,46,35,37,35,43,25,73,18,42,19,112,677
21302134614,28,7,10,19,18,19,24,16,32,23,16,17,39,13,41,33,58,418
21302134615,20,13,14,4,9,11,10,18,16,15,17,14,25,16,35,10,80,327
21302134616,34,12,13,11,15,13,21,19,16,33,20,21,39,14,37,11,59,391
21302134617,44,8,22,18,20,30,24,23,34,29,26,21,42,22,46,25,85,517
21302134618,30,15,9,19,25,18,23,34,24,25,19,13,41,9,50,62,86,519
21302134619,31,17,10,24,23,18,19,34,21,20,29,27,52,21,54,13,117,517
21302134620,48,22,16,12,11,12,15,22,20,15,19,12,39,20,40,5,61,389
21302134621,26,20,22,25,15,24,17,22,25,18,25,18,44,12,22,15,60,389
21302134622,33,21,24,33,24,28,30,27,38,23,29,24,56,17,48,9,96,567
21302134623,47,14,19,16,16,19,19,12,19,19,25,30,45,23,57,3,106,499
21302134624,48,22,13,21,26,24,27,26,38,30,30,29,70,33,57,25,156,664
21302134625,32,22,16,19,16,18,20,29,28,32,29,19,52,14,26,15,83,475
21302134626,19,11,16,54,44,17,30,18,19,18,17,19,28,8,10,31,35,404
21302134627,26,9,20,23,22,15,25,25,33,26,15,23,46,15,24,14,70,416
21302134628,26,13,12,12,12,20,14,11,22,18,23,18,42,21,31,4,66,373
21302134629,3,0,0,0,12,3,9,6,6,0,3,0,4,0,0,6,0,62
21302134630,56,27,43,29,33,31,28,28,40,24,32,31,66,19,57,31,98,673
21302134631,18,21,6,13,22,12,9,9,24,20,19,13,34,10,9,20,34,291
21302134632,58,24,28,31,35,39,30,27,43,39,33,33,74,35,62,17,129,745
21302134633,21,6,7,8,6,15,5,13,14,9,13,15,23,7,26,9,36,237
21302134634,17,13,13,4,11,6,4,12,14,12,12,9,25,3,29,15,46,256
21302134635,10,4,10,10,9,11,10,16,13,10,14,3,25,10,19,4,46,219
21303134701,59,12,28,35,24,23,27,32,29,18,15,7,12,4,7,12,44,388
21303134702,48,8,20,49,54,52,43,58,49,52,30,20,25,6,3,69,115,697
21303134703,32,12,30,43,31,13,20,33,17,12,7,9,16,0,7,46,71,399
21303134704,25,6,20,31,31,16,14,12,21,9,7,3,9,0,0,16,51,287
21303134705,21,3,9,27,24,15,13,20,18,18,15,7,10,0,0,12,53,257
21303134706,35,21,18,42,25,18,24,29,27,27,12,19,13,5,0,22,82,410
21303134707,33,9,10,26,24,19,14,22,28,24,17,3,10,0,0,33,58,328
21303134708,35,6,14,54,24,22,19,29,29,31,18,13,24,5,6,31,41,404
21303134709,37,7,35,39,31,29,24,27,30,22,11,11,18,3,4,33,48,420
21303134710,24,7,18,31,38,31,24,28,33,13,13,7,6,0,4,24,75,385
21303134711,62,13,35,75,63,36,33,35,39,29,23,10,20,3,0,45,92,617
21303134712,25,13,14,24,29,19,17,21,31,26,20,6,31,9,10,17,58,357
21303134713,30,10,15,29,22,16,4,21,30,18,17,7,20,0,0,11,63,325
21303134714,28,11,26,38,22,29,33,33,43,34,34,25,35,16,13,16,97,534
21303134715,28,8,23,24,31,20,17,23,15,13,10,10,13,3,3,6,36,276
21303134717,58,20,20,29,33,40,24,48,42,40,27,20,35,8,8,34,68,550
21303134718,27,8,18,25,26,14,21,24,17,11,5,6,0,0,0,18,33,247
21303134719,25,10,18,25,23,12,6,24,21,17,7,7,9,0,0,24,41,268
21303134720,61,20,26,63,42,41,40,48,47,20,19,17,15,3,0,43,113,629
21303134721,34,12,14,25,38,34,25,31,28,25,38,25,60,14,16,34,96,554
21303134722,23,18,20,14,22,18,21,27,39,30,34,31,46,10,17,10,74,454
21303134723,30,6,20,20,24,26,18,40,26,20,20,25,40,5,8,35,85,451
21303134724,42,20,28,37,34,38,29,23,36,34,42,22,40,4,9,29,95,578
21303134725,33,9,13,16,23,7,21,21,20,18,17,13,28,10,6,31,62,351
21303134727,38,14,32,46,37,20,29,32,57,31,18,7,23,0,4,30,75,496
21303134728,30,8,15,40,24,12,25,31,27,32,22,13,43,6,0,29,70,436
21303134729,49,24,31,70,49,41,42,31,60,39,37,33,60,13,7,48,107,733
21303134730,48,15,27,40,31,15,14,32,21,14,14,5,6,6,0,17,34,339
21303134731,25,6,17,27,38,35,31,34,42,36,22,9,23,0,5,36,81,470
21303134732,42,4,28,47,37,27,19,36,35,24,17,11,14,4,3,52,81,481
21303134733,25,10,30,44,33,14,21,22,30,10,13,9,11,0,8,14,46,337
21303134735,44,11,34,57,49,53,56,64,62,31,29,16,26,3,0,59,100,689
21303134736,29,11,35,31,36,25,17,28,16,17,10,8,11,0,0,25,48,339
21303134737,54,15,33,42,54,52,33,44,59,35,31,39,43,9,6,60,137,758
21303134738,50,5,21,33,49,32,37,36,49,33,23,26,32,5,10,23,107,579
21303134739,40,8,11,25,27,20,34,41,48,30,27,25,29,10,0,37,97,513
21303134741,27,3,21,19,16,17,26,39,37,26,29,27,31,6,4,19,44,380
21303134742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21303134743,39,7,13,25,10,22,10,25,24,20,28,7,37,3,12,30,79,405
21303134744,36,11,21,33,20,22,20,24,26,23,11,18,9,0,6,13,64,368
21303134745,9,0,0,0,6,0,5,8,0,8,3,0,3,4,0,4,15,86
21303134746,17,5,4,7,15,32,13,38,34,37,20,28,20,0,0,15,19,306
21303134747,24,3,13,17,15,26,26,37,54,44,36,25,38,10,8,28,63,467
21303134748,27,5,6,18,13,23,28,40,47,34,37,27,51,0,10,36,75,485
21303134801,17,3,9,21,28,18,22,24,35,24,21,27,32,12,15,41,64,405
21303134802,33,10,11,31,25,35,31,37,32,30,37,30,56,23,9,23,76,527
21303134803,35,4,17,26,36,36,35,38,53,33,43,25,63,23,18,177,69,722
21303134804,36,5,13,28,26,13,25,35,45,43,33,22,51,9,7,78,63,522
21303134805,18,4,13,18,15,26,36,30,25,16,13,4,6,0,0,36,37,302
21303134806,32,7,11,27,29,29,38,44,25,24,16,6,5,0,3,18,72,396
21303134807,29,7,21,27,97,15,28,24,36,30,23,32,54,4,14,12,61,499
21303134810,35,4,16,27,33,28,22,34,31,22,26,18,30,9,11,11,32,391
21303134811,37,4,23,40,50,74,53,50,36,33,20,12,24,4,3,48,32,531
21303134812,33,12,21,45,38,40,23,31,41,28,38,17,35,9,15,35,56,527
21303134813,19,10,16,47,35,17,20,19,23,15,30,16,21,0,9,38,54,399
21303134814,27,10,42,51,44,19,23,22,19,13,6,18,22,0,8,38,78,447
21303134815,22,6,19,34,36,39,27,38,47,42,32,44,64,15,13,28,64,568
21303134817,27,13,17,28,23,24,17,22,20,17,17,11,30,11,10,30,37,363
21303134818,10,3,9,25,24,16,16,19,20,17,16,15,26,8,12,11,29,275
21303134819,36,13,31,35,40,42,34,26,38,40,32,23,72,11,11,32,90,602
21303134820,31,13,40,49,36,29,29,15,18,18,12,9,8,4,0,41,17,380
21303134822,10,10,15,28,39,27,25,42,27,31,29,23,40,6,10,15,38,424
21303134823,10,7,15,15,12,8,12,12,17,15,20,13,18,5,3,21,31,234
21303134824,18,16,37,67,42,18,18,27,32,22,13,28,37,7,16,36,51,498
21303134825,24,4,10,12,17,19,13,13,19,16,11,8,31,5,10,10,43,276
21303134826,21,3,13,22,24,28,31,31,37,35,20,25,34,9,4,28,41,413
21303134827,28,6,16,28,34,30,38,46,42,28,33,27,36,9,12,26,45,488
21303134829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21303134830,30,4,11,38,23,23,23,28,19,17,21,17,22,0,7,18,42,366
21303134831,19,10,7,28,29,33,33,42,38,30,20,15,20,3,0,21,24,378
21303134832,12,6,7,18,5,20,14,22,18,14,12,6,17,0,0,12,27,205
21303134833,19,7,18,23,21,82,31,33,33,30,13,15,24,9,0,94,40,492
21303134834,17,7,9,27,19,19,17,33,30,22,14,4,9,0,4,13,25,267
21303134835,23,6,22,20,17,30,23,37,23,16,14,9,4,0,0,45,35,327
21303134836,23,6,20,26,24,32,28,41,55,53,59,36,62,13,7,40,24,542
21303134837,18,6,14,25,13,24,20,17,17,12,20,18,26,3,9,20,26,291
21303134838,16,4,5,9,10,14,12,24,25,17,18,26,44,9,13,8,38,285
21303134839,13,5,13,17,19,18,24,28,30,38,42,26,54,14,11,11,40,386
21303134840,16,3,14,17,21,9,13,21,28,19,26,24,37,6,3,30,23,309
21303134841,20,3,24,29,30,17,28,33,35,30,29,23,29,10,9,18,42,393
21303134842,4,4,12,57,55,18,27,25,21,16,17,15,16,5,0,34,4,336
21303134843,23,9,8,17,24,16,26,33,45,35,44,41,72,13,20,47,42,516
21303134844,36,9,8,22,17,24,30,34,49,63,58,63,106,31,34,17,115,713
21303134845,34,20,26,28,38,47,61,97,146,124,88,77,85,12,13,115,48,1073
21303134902,44,17,19,29,39,31,32,27,30,27,24,16,28,8,19,13,72,466
21303134903,17,16,26,19,32,21,28,28,36,25,19,15,25,7,7,21,65,411
21303134904,31,4,17,43,26,23,10,34,28,34,31,24,36,7,8,25,71,455
21303134906,53,11,29,35,36,30,34,33,39,24,17,13,31,3,10,20,58,482
21303134907,45,15,28,30,21,25,19,37,44,30,33,22,45,7,13,8,101,521
21303134908,27,14,18,28,10,5,9,10,26,12,15,7,14,5,12,10,34,265
21303134909,39,17,23,29,19,13,13,27,17,21,13,11,21,0,12,3,37,314
21303134910,32,16,18,18,14,13,12,13,22,23,19,12,25,8,7,10,47,321
21303134911,23,10,6,11,19,11,12,19,17,13,7,8,19,6,0,3,35,223
21303134912,24,12,10,12,14,12,19,20,28,31,24,21,21,5,12,14,31,299
21303134913,41,11,15,41,20,32,21,46,49,50,30,26,45,9,17,36,59,549
21303134914,30,16,18,27,9,21,23,31,33,17,23,23,42,10,9,9,71,398
21303134916,58,19,12,25,13,19,21,20,41,24,31,32,37,10,20,13,68,462
21303134917,31,6,16,18,12,9,20,25,14,13,20,7,15,10,16,11,60,302
21303134918,48,22,22,34,14,28,33,39,27,20,24,23,67,16,32,20,93,573
21303134919,28,5,16,37,32,32,17,22,25,25,39,28,47,3,9,44,54,454
21303134920,26,6,17,11,19,19,17,16,18,22,26,12,21,8,13,16,27,296
21303134921,14,4,9,13,8,18,21,17,36,28,25,15,27,5,10,9,43,307
21303134922,13,5,15,13,4,19,17,32,27,39,25,6,24,6,0,3,31,287
21303134923,29,9,17,17,20,16,16,19,24,17,23,14,23,9,9,21,48,325
21303134925,38,6,11,25,22,17,21,23,31,20,27,16,34,15,21,26,89,456
21303134926,46,14,15,13,12,11,12,20,14,14,24,10,29,17,24,15,86,372
21303134927,56,11,13,28,22,16,27,27,26,34,41,30,59,20,31,28,79,531
21303134929,32,4,9,17,15,22,30,59,62,40,45,26,44,10,4,26,41,490
21303134930,14,8,11,21,22,24,23,47,57,44,45,33,41,0,12,28,23,447
21303134931,26,9,16,25,29,22,22,31,48,43,28,25,43,4,9,5,63,441
21303134932,21,14,9,17,4,21,13,19,25,21,38,13,31,9,16,3,33,315
21303134933,43,8,16,11,9,18,13,17,23,22,25,18,30,16,18,12,64,352
21303134934,14,7,13,15,10,25,10,55,48,42,24,15,30,0,6,12,39,352
21303134935,17,4,7,16,8,20,14,23,19,16,16,6,27,5,3,10,39,255
21303134936,23,9,7,14,15,10,11,16,30,27,34,11,35,9,20,12,27,305
21303134937,19,3,11,16,22,20,33,36,55,60,37,30,58,19,8,13,49,490
21303135001,18,9,15,22,9,12,19,19,27,17,21,23,35,19,30,14,69,383
21303135002,19,12,12,30,19,13,15,20,25,26,11,25,61,8,14,8,88,409
21303135003,29,11,12,34,25,18,24,22,38,26,37,25,78,8,32,12,75,505
21303135004,26,12,15,25,15,15,16,20,19,25,25,16,37,15,23,12,80,404
21303135005,18,14,13,16,14,13,11,20,20,30,27,20,81,24,44,7,132,503
21303135006,25,11,17,19,13,16,14,22,21,25,30,19,67,23,30,3,118,473
21303135007,23,4,9,21,22,19,24,23,28,38,29,28,38,16,16,29,85,460
21303135008,24,12,12,21,20,31,36,40,44,37,30,14,37,8,12,21,100,500
21303135009,29,5,12,70,26,30,28,31,49,34,35,29,48,11,14,48,60,565
21303135010,22,10,11,26,17,14,18,15,16,22,27,22,51,21,26,8,121,463
21303135011,14,13,19,28,22,19,27,22,43,45,41,32,63,16,29,17,86,524
21303135012,24,21,18,11,21,16,23,19,38,35,25,27,67,20,37,14,112,536
21303135013,21,8,19,14,16,31,17,19,33,33,33,31,78,16,41,4,108,515
21303135014,21,11,20,31,24,28,29,33,38,29,43,39,57,26,39,21,96,570
21303135015,15,8,3,18,10,9,11,19,24,20,20,15,43,10,18,7,54,319
21303135016,14,7,16,17,31,7,15,31,33,42,39,48,79,18,28,20,87,516
21303135017,21,3,16,26,21,12,25,18,29,28,28,25,54,23,35,11,99,458
21303135018,31,14,27,42,44,44,36,32,49,43,41,38,85,18,29,29,107,715
21303135019,14,12,9,21,16,9,17,24,19,19,33,10,56,8,25,6,84,375
21303135101,18,14,14,17,20,17,13,17,21,21,22,16,37,5,15,5,88,373
21303135102,34,8,3,18,10,17,18,19,29,26,26,28,62,18,20,8,105,454
21303135103,24,3,6,23,14,22,27,33,36,47,32,24,42,6,5,75,92,526
21303135104,19,9,15,18,27,32,18,19,38,36,33,26,45,15,11,25,83,457
21303135105,21,8,25,34,43,24,19,31,32,25,27,24,49,11,19,27,81,498
21303135106,27,5,13,20,22,15,13,33,31,24,27,19,54,3,12,28,65,425
21303135107,37,19,18,34,22,28,19,23,34,29,23,32,36,22,19,24,90,496
21303135108,20,3,16,19,27,29,20,32,39,24,21,16,18,5,11,73,58,437
21303135109,35,13,22,35,26,21,38,37,55,50,36,31,64,13,11,25,112,617
21303135110,30,10,11,27,41,27,26,27,27,22,40,31,69,19,29,5,116,555
21303135111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6
21303135112,23,6,16,24,28,34,29,29,31,22,16,15,28,0,0,51,38,390
21303135113,43,11,12,32,15,27,34,40,48,44,47,30,55,8,11,24,70,545
21303135114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
21303135115,31,10,12,12,23,14,23,28,26,30,23,24,46,13,11,5,68,406
21303135116,26,12,18,18,20,32,41,29,21,22,36,21,37,9,19,15,97,470
21303135117,9,7,16,29,18,24,26,32,36,25,27,11,23,6,4,28,36,347
21303135118,29,10,20,25,30,70,26,45,39,19,24,11,40,8,12,39,96,545
21303135119,24,4,25,33,26,21,34,46,49,42,37,20,23,4,5,40,49,467
21303135120,30,9,14,34,40,17,22,35,39,42,41,23,49,14,11,27,90,549
21303135121,19,5,15,23,13,11,10,23,24,17,16,16,41,4,10,28,66,332
21303135122,39,15,26,29,29,22,14,27,38,34,38,34,55,10,14,20,105,566
21303135123,0,0,4,0,7,3,11,8,21,11,14,8,16,9,6,6,41,157
21303135124,16,7,12,14,17,23,20,22,19,11,23,22,29,11,12,9,81,357
21303135125,32,14,19,27,25,16,32,31,29,30,36,22,43,8,4,46,64,466
21303135126,21,9,18,32,22,26,38,43,59,49,32,43,64,14,13,49,90,615
21303135127,12,7,5,10,13,8,15,19,24,10,18,11,24,4,3,11,57,261
21303135128,22,11,18,13,15,12,16,16,37,19,22,15,35,9,5,14,62,353
21303135201,28,11,16,22,15,12,20,24,30,34,29,25,68,33,50,9,118,536
21303135203,23,3,20,22,33,23,23,22,33,33,30,26,64,19,39,14,93,518
21303135204,13,12,0,19,8,22,16,14,18,16,22,11,35,10,12,60,47,330
21303135205,31,9,20,17,14,25,24,29,42,31,28,32,51,15,35,18,64,473
21303135206,29,9,17,12,32,30,24,30,42,50,42,37,105,29,55,12,132,688
21303135207,38,17,25,41,40,20,30,32,50,40,40,54,84,23,41,23,116,707
21303135208,33,23,19,18,17,21,31,32,34,35,39,34,67,33,40,17,108,590
21303135209,19,18,12,18,21,28,19,15,20,26,30,16,51,17,48,33,102,496
21303135210,29,12,7,16,19,14,15,23,24,22,31,19,52,15,46,14,114,479
21303135211,15,12,10,20,19,17,15,13,31,21,28,20,42,5,23,14,80,387
21303135212,28,20,17,25,26,19,25,28,33,27,50,33,91,21,25,35,98,602
21303135213,18,11,13,13,16,23,20,28,23,30,34,32,52,21,44,15,75,463
21303135214,21,6,10,21,14,20,23,25,24,29,23,24,59,17,23,18,64,421
21303135215,17,0,16,19,14,24,14,23,32,29,32,7,60,17,20,14,57,399
21303135216,28,12,20,25,34,23,35,31,39,36,31,23,65,17,33,13,109,570
21303135217,28,10,18,27,28,15,21,27,34,16,31,28,50,19,21,13,124,524
21303135218,37,13,16,22,21,9,24,19,44,24,40,30,62,19,35,10,150,572
21303135219,31,14,17,35,39,22,24,31,38,37,43,37,60,15,30,37,125,631
21303135220,11,8,12,23,22,13,11,13,15,17,13,11,34,6,15,12,57,283
21303135221,23,11,11,11,23,20,15,31,26,25,24,18,49,14,32,17,123,469
21303135222,35,14,24,29,29,19,29,25,13,25,38,33,63,19,32,23,114,560
21303135223,25,11,21,13,30,9,25,22,22,27,21,27,56,20,20,16,113,483
21303135224,46,26,25,28,31,32,26,33,35,38,53,36,71,19,27,18,142,695
21303135225,21,8,10,11,9,13,18,24,27,30,27,20,38,17,7,18,51,341
21303135226,39,21,25,26,30,23,25,37,33,33,33,27,71,14,43,19,125,628
21303135227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21303135228,27,13,21,26,21,24,20,24,27,31,35,17,56,14,33,8,105,510
21303135229,19,8,11,17,15,20,26,26,28,40,31,21,54,14,29,13,89,463
21303135230,25,15,21,28,30,11,21,16,40,31,23,25,40,13,46,22,102,523
21303135231,22,4,11,12,17,18,14,23,17,11,9,15,37,15,26,9,41,302
