SA1 (UR),"Oceania and Antarctica, nfd",New Zealand,Melanesia,Micronesia,Polynesia (excludes Hawaii),Antarctica,"North-West Europe, nfd","United Kingdom, Channel Islands and Isle of Man",Ireland,Western Europe,Northern Europe,"Southern and Eastern Europe, nfd",Southern Europe,South Eastern Europe,Eastern Europe,"North Africa and the Middle East, nfd",North Africa,Middle East,"South-East Asia, nfd",Mainland South-East Asia,Maritime South-East Asia,"North-East Asia, nfd",Chinese Asia (includes Mongolia),Japan and the Koreas,"Southern and Central Asia, nfd",Southern Asia,Central Asia,"Americas, nfd",Northern America,South America,Central America,Caribbean,"Sub-Saharan Africa, nfd",Central and West Africa,Southern and East Africa,Supplementary codes,Not stated,Total
21101125110,0,9,0,0,6,0,0,18,0,3,0,0,0,5,0,0,13,11,0,12,41,0,55,6,0,51,5,0,3,13,0,0,0,4,12,0,37,312
21101125111,0,4,0,0,3,0,0,14,5,8,0,0,4,3,5,0,0,3,0,13,31,0,22,5,0,28,0,0,0,0,0,0,0,0,0,0,19,162
21101125112,0,5,0,0,0,0,0,32,0,9,0,0,8,5,10,0,0,0,0,8,21,0,42,0,0,50,3,0,3,3,0,0,0,0,5,0,14,221
21101125113,0,3,0,0,0,0,0,13,0,5,0,0,0,10,6,0,5,11,0,12,20,0,41,6,0,37,0,0,8,0,0,0,0,0,6,0,3,183
21101125114,0,12,0,0,0,0,0,13,0,33,0,0,8,9,0,0,0,18,0,6,27,0,47,0,0,30,0,0,0,0,0,0,0,0,7,0,20,235
21101125115,0,0,0,0,0,0,0,17,0,10,0,0,0,5,0,0,0,4,0,13,40,0,55,5,0,28,0,0,0,0,0,0,0,0,4,0,6,189
21101125116,0,8,0,0,0,0,0,13,5,10,0,0,6,4,5,0,0,3,0,11,15,0,29,0,0,15,0,0,4,0,0,0,0,0,3,0,19,135
21101125117,0,4,0,0,4,0,0,6,0,8,0,0,0,0,0,0,0,9,0,3,19,0,19,13,0,5,0,0,0,0,0,0,0,0,0,0,7,86
21101125118,0,12,0,0,3,0,0,23,0,9,4,0,3,8,7,0,0,0,0,9,20,0,47,6,0,29,0,0,0,6,0,0,0,0,12,0,39,250
21101125119,0,5,0,0,0,0,0,11,0,10,0,0,5,3,0,0,0,0,0,0,16,0,35,0,0,20,0,0,5,0,0,0,0,0,0,0,8,124
21101125120,0,13,0,0,14,0,0,25,0,4,0,0,6,0,0,0,0,3,0,26,95,0,89,8,0,80,4,0,4,4,4,0,0,0,11,0,28,425
21101125121,0,0,0,0,0,0,0,8,0,0,0,0,0,5,0,0,0,8,0,8,24,0,24,0,0,17,0,0,0,0,0,0,0,0,5,0,7,121
21101125122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11
21101125123,0,6,0,0,0,0,0,13,0,0,0,0,0,6,0,0,0,0,0,13,24,0,21,4,0,19,0,0,5,0,0,0,0,0,0,0,17,130
21101125124,0,11,0,0,0,0,0,10,0,4,0,0,0,3,26,0,0,4,0,8,9,0,14,0,0,22,0,0,4,0,0,0,0,0,6,0,11,149
21101125125,0,3,0,0,6,0,0,10,0,96,0,0,6,7,10,0,0,13,0,0,3,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,17,203
21101125126,0,0,0,0,0,0,0,8,0,0,0,0,4,0,0,0,4,0,0,12,11,0,28,0,0,34,0,0,0,0,0,0,0,0,4,0,4,108
21101125127,0,10,0,0,0,0,0,13,0,5,0,0,0,5,0,0,0,0,0,3,3,0,11,0,0,11,0,0,0,0,0,0,0,0,3,0,17,95
21101125128,0,6,0,0,0,0,0,16,0,10,0,0,0,3,0,0,0,0,0,4,15,0,19,0,0,30,0,0,0,9,0,0,0,0,10,0,20,150
21101125401,0,8,0,0,0,0,0,21,0,9,0,0,0,0,3,0,0,10,0,13,23,0,16,7,0,52,0,0,0,0,0,0,0,0,3,0,20,189
21101125402,0,7,0,0,0,0,0,15,0,8,0,0,7,5,4,0,3,6,0,5,27,0,47,3,0,33,5,0,0,5,0,0,0,0,7,0,32,220
21101125403,0,11,0,0,0,0,0,14,0,13,0,0,0,5,0,0,13,7,0,18,67,0,73,0,0,47,0,0,0,8,4,0,0,0,3,0,19,315
21101125404,0,3,0,0,0,0,0,11,0,3,0,0,4,7,0,0,0,3,0,5,13,0,26,4,0,27,0,0,0,3,0,0,0,0,3,0,4,119
21101125405,0,0,0,0,0,0,0,19,0,3,0,0,3,0,0,0,9,11,0,4,18,0,21,0,0,33,0,0,0,0,0,0,0,0,9,0,0,138
21101125406,0,4,0,0,0,0,0,27,0,9,0,0,3,4,0,0,3,12,0,6,19,0,41,15,0,27,3,0,4,0,0,0,0,0,9,3,0,197
21101125407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21101125408,0,5,0,0,6,0,0,13,0,3,0,0,3,10,3,0,0,3,0,12,14,0,8,0,0,40,11,0,0,0,0,0,0,0,9,0,23,175
21101125409,0,7,0,0,4,0,0,19,0,0,0,0,0,6,3,0,0,0,0,6,31,0,73,0,0,29,0,0,0,0,0,0,0,0,7,0,15,219
21101125410,0,4,0,0,5,0,0,16,3,3,3,0,0,3,0,0,0,10,0,13,36,0,52,0,0,35,0,0,0,0,0,0,0,0,6,0,21,205
21101125411,0,5,0,0,0,0,0,21,0,5,0,0,5,8,3,0,5,7,0,13,34,0,44,0,0,37,0,0,0,0,4,0,0,0,9,0,9,200
21101125412,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,15,0,26,0,0,9,0,0,3,0,0,0,0,0,0,0,0,68
21101125413,0,4,0,0,0,0,0,20,0,11,0,0,0,3,5,0,0,12,0,8,17,0,52,3,0,44,0,0,4,0,0,0,0,0,9,0,45,239
21101125414,0,10,0,0,6,0,0,13,0,3,0,0,8,7,0,0,0,5,0,16,30,0,58,8,0,55,4,0,0,0,0,0,0,0,8,0,14,245
21101125415,0,3,0,0,0,0,0,16,0,5,0,0,0,0,6,0,0,0,0,10,20,0,36,0,0,51,9,0,4,0,0,0,0,0,4,0,20,191
21101125416,0,14,0,0,5,0,0,27,0,0,0,0,4,6,3,0,3,6,0,14,69,0,77,0,0,85,0,0,3,0,0,0,0,0,5,0,0,328
21101125417,0,4,0,0,0,0,0,12,4,6,0,0,4,4,5,0,0,10,0,7,29,0,20,0,0,29,0,0,0,0,0,0,0,0,6,0,10,154
21101125418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21101125419,0,7,0,0,0,0,0,11,0,5,0,0,0,10,6,0,0,5,0,9,43,0,49,3,0,33,0,0,0,3,0,0,0,0,4,0,19,210
21101125420,0,11,0,0,0,0,0,9,3,3,0,0,3,12,3,0,0,6,0,10,44,0,40,13,0,39,0,0,0,0,0,0,0,0,3,0,13,210
21101125421,0,3,0,0,3,0,0,15,0,10,0,0,0,4,5,0,0,4,0,7,30,0,27,7,0,27,3,0,0,0,0,0,0,0,6,0,16,163
21101125422,0,11,0,0,0,0,0,25,0,5,5,0,4,6,0,0,0,9,0,5,19,0,49,16,0,30,7,0,0,4,0,0,0,0,10,0,21,203
21101125423,0,9,0,0,0,0,0,7,0,0,0,0,0,3,3,0,0,4,0,6,20,0,21,0,0,19,0,0,0,0,0,0,0,0,3,0,6,108
21101125424,0,5,0,0,0,0,0,10,0,0,0,0,9,8,0,0,4,0,0,17,15,0,32,4,0,51,0,0,0,0,0,0,0,0,4,0,18,168
21101125425,0,8,0,0,0,0,0,16,0,0,0,0,3,0,0,0,0,7,0,16,44,0,36,7,0,24,0,0,0,0,5,0,0,0,8,0,6,175
21101125426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21101125428,0,0,0,0,0,0,0,14,0,0,0,0,0,0,3,0,0,6,0,9,25,0,15,8,0,18,0,0,0,0,0,0,0,0,5,0,15,117
21101125429,0,12,0,0,3,0,0,13,0,0,0,0,4,0,0,0,0,3,0,22,40,0,56,12,0,64,5,0,0,4,0,0,0,0,6,0,3,241
21101125430,0,14,0,0,0,0,0,20,0,4,0,0,4,12,3,0,0,12,0,17,39,0,32,5,0,74,0,0,0,0,0,3,0,3,10,0,23,272
21101125431,0,3,0,0,0,0,0,20,0,11,0,0,5,5,0,0,0,20,0,15,50,0,21,0,0,64,5,0,7,0,0,0,0,0,17,0,24,265
21101125432,0,4,0,0,0,0,0,35,0,14,0,0,0,0,0,0,0,5,0,0,11,0,31,0,0,22,0,0,4,0,0,0,0,0,13,0,28,177
21101125433,0,0,0,0,0,0,0,9,0,0,0,0,0,3,0,0,0,6,0,6,13,0,15,0,0,27,0,0,0,0,0,0,0,0,4,0,7,96
21101125434,0,5,0,0,0,0,0,4,0,3,0,0,4,5,0,0,0,3,0,6,39,0,26,0,0,37,0,0,0,0,0,0,0,0,10,0,12,159
21101125435,0,0,0,0,0,0,0,4,0,9,0,0,0,8,0,0,0,5,0,3,77,0,60,6,0,61,0,0,0,4,0,0,0,0,0,0,0,231
21101125436,0,0,0,0,0,0,0,9,0,0,0,0,4,3,6,0,0,14,0,0,106,0,124,9,0,76,0,0,5,0,3,0,0,0,10,0,12,372
21101125437,0,6,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,11,0,4,62,0,107,6,0,60,0,0,9,3,0,0,0,0,11,0,6,308
21101125438,0,9,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,0,7,101,0,131,9,0,66,0,0,0,0,0,0,0,0,14,0,12,355
21101125439,0,12,0,0,5,0,0,7,0,0,0,0,4,3,3,0,5,12,0,3,76,0,51,4,0,61,0,0,0,0,0,0,0,0,10,0,12,269
21101125501,0,10,0,0,4,0,0,19,0,6,0,0,6,8,0,0,5,0,0,4,12,0,10,0,0,7,0,0,0,0,0,0,0,0,6,0,3,104
21101125502,0,6,0,0,0,0,0,12,0,6,0,0,3,0,0,0,0,0,0,3,11,0,14,0,0,15,0,0,0,0,0,0,0,0,6,0,8,88
21101125503,0,0,0,0,0,0,0,9,0,4,0,0,11,11,11,0,0,7,0,9,11,0,6,0,0,11,0,0,0,0,0,0,0,0,3,0,13,100
21101125505,0,0,0,0,0,0,0,18,5,8,0,0,6,3,0,0,0,8,0,4,5,0,6,0,0,15,0,0,0,0,0,0,0,0,13,0,14,101
21101125506,0,5,0,0,0,0,0,13,4,3,0,0,0,5,3,0,9,7,0,0,31,0,20,0,0,27,5,0,0,3,0,0,0,0,20,0,12,161
21101125507,0,5,0,0,0,0,0,14,0,5,0,0,14,8,0,0,11,3,0,6,11,0,33,0,0,18,0,0,0,0,0,0,0,0,8,0,19,148
21101125508,0,0,0,0,0,0,0,18,0,0,0,0,5,8,0,0,0,4,0,0,5,0,17,0,0,8,0,0,0,0,0,0,0,0,4,0,11,74
21101125509,0,0,0,0,0,0,0,12,0,4,0,0,0,0,0,0,0,4,0,3,6,0,18,0,0,15,3,0,4,0,0,0,0,0,0,0,0,81
21101125510,0,0,0,0,0,0,0,10,0,0,0,0,7,0,0,0,4,7,0,0,0,0,16,0,0,19,0,0,0,6,0,0,0,0,0,0,0,67
21101125511,0,0,0,0,0,0,0,0,0,6,0,0,3,6,0,0,0,0,0,4,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,18,53
21101125512,0,5,0,0,0,0,0,18,0,4,0,0,11,11,0,0,8,11,0,5,11,0,20,0,0,14,0,0,0,3,0,0,0,0,8,0,21,173
21101125513,0,9,0,0,0,0,0,23,0,10,0,0,5,6,3,0,4,0,0,0,6,0,10,0,0,16,0,0,0,0,0,0,0,0,6,0,7,102
21101125514,0,6,0,0,0,0,0,11,0,7,0,0,0,9,0,0,3,7,0,0,11,0,11,0,0,5,0,0,0,0,0,0,0,0,0,0,0,75
21101125515,0,0,0,0,0,0,0,18,0,3,0,0,3,4,0,0,9,0,0,0,8,0,14,0,0,10,0,0,0,0,0,0,0,0,0,0,10,85
21101125516,0,6,0,0,0,0,0,11,0,0,0,0,4,6,5,0,3,4,0,0,5,0,0,0,0,0,4,0,6,5,0,0,0,0,4,0,0,53
21101125517,0,0,0,0,0,0,0,14,0,3,0,0,3,6,0,0,0,0,0,7,21,0,9,4,0,20,0,0,0,9,0,0,0,0,8,0,7,111
21101125518,0,0,0,0,0,0,0,17,0,4,0,0,7,9,0,0,0,3,0,0,7,0,0,0,0,4,4,0,5,0,0,0,0,0,0,0,7,66
21101125601,0,0,0,0,0,0,0,13,0,0,0,0,8,10,0,0,3,0,0,9,12,0,37,0,0,8,0,0,0,0,0,0,0,0,0,0,0,108
21101125602,0,0,0,0,0,0,0,8,6,4,0,0,4,0,0,0,0,6,0,9,3,0,9,0,0,16,3,0,0,0,0,0,0,0,3,0,11,73
21101125603,0,6,0,0,0,0,0,12,0,3,0,0,0,4,0,0,0,7,0,9,9,0,16,0,0,22,3,0,0,0,0,0,0,0,4,0,3,117
21101125604,0,9,0,0,0,0,0,8,0,0,0,0,3,4,3,0,4,0,0,3,11,0,27,0,0,35,3,0,0,0,0,0,0,0,4,0,0,112
21101125605,0,9,0,0,3,0,0,12,5,4,0,0,3,4,8,0,3,11,0,4,22,0,27,3,0,37,0,0,0,0,0,0,0,0,9,0,17,180
21101125606,0,7,0,0,5,0,0,9,0,4,0,0,3,7,0,0,4,6,0,12,25,0,23,0,0,31,0,0,0,0,6,0,0,0,3,0,7,153
21101125607,0,11,0,0,3,0,0,5,0,7,0,0,11,5,3,0,10,10,0,4,43,0,32,0,0,28,6,0,0,0,0,0,0,0,16,0,3,189
21101125608,0,6,0,0,0,0,0,14,0,4,0,0,3,11,6,0,3,13,0,0,38,0,38,0,0,35,0,0,0,3,0,0,0,0,3,0,11,196
21101125609,0,12,0,0,0,0,0,18,0,8,0,0,9,5,3,0,3,14,0,8,14,0,43,0,0,44,0,0,3,7,0,0,0,0,5,0,11,208
21101125610,0,6,0,0,0,0,0,16,0,0,0,0,8,0,0,0,0,3,0,4,13,0,12,0,0,19,0,0,0,0,0,0,0,0,6,0,0,105
21101125611,0,3,0,0,4,0,0,11,0,0,0,0,3,0,10,0,0,17,0,5,7,0,13,0,0,28,0,0,0,0,0,0,0,0,0,0,10,126
21101125612,0,5,0,0,0,0,0,7,0,3,0,0,11,10,0,0,16,9,0,5,17,0,27,0,0,18,0,0,5,4,0,0,0,0,4,0,10,143
21101125613,0,4,0,0,3,0,0,8,0,0,0,0,0,6,0,0,10,11,0,0,25,0,16,6,0,31,0,0,0,0,0,0,0,0,11,0,14,158
21101125614,0,0,0,0,0,0,0,9,0,0,0,0,5,4,5,0,6,0,0,4,21,0,14,0,0,13,0,0,0,4,0,0,0,0,5,0,0,99
21101125615,0,0,0,0,0,0,0,9,0,6,0,0,0,7,0,0,10,0,0,8,11,0,11,0,0,9,0,0,3,0,0,0,0,0,0,0,6,80
21101125616,0,9,0,0,6,0,0,4,0,4,0,0,9,18,0,0,3,10,0,41,47,0,46,3,0,54,13,0,0,4,0,0,0,0,11,5,12,303
21101125617,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,10,19,0,30,0,0,21,0,0,0,0,0,0,0,0,13,0,5,111
21101125618,0,7,0,0,6,0,0,8,0,0,0,0,11,15,0,0,3,3,0,29,26,0,30,3,0,14,4,0,0,0,0,0,0,0,8,0,8,177
21101125619,0,15,0,0,3,0,0,14,0,0,0,0,4,6,7,0,0,14,0,11,31,0,56,8,0,22,0,0,0,5,0,0,0,0,11,0,5,210
21101125620,0,5,0,0,0,0,0,14,0,0,0,0,15,22,6,0,3,7,0,13,14,0,36,7,0,17,4,0,6,5,0,0,0,0,5,0,6,175
21101125621,0,11,0,0,5,0,0,19,0,9,0,0,5,11,4,0,11,13,0,20,14,0,35,7,0,35,6,0,0,0,0,0,0,0,3,0,5,208
21101125622,0,0,0,0,4,0,0,12,0,4,4,0,8,11,4,0,6,5,0,6,32,0,57,8,0,48,0,0,0,6,0,0,0,0,10,0,7,233
21101125623,0,3,0,0,0,0,0,48,0,14,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,97
21101125624,0,6,0,0,0,0,0,19,0,5,0,0,3,10,9,0,0,0,0,6,27,0,38,0,0,37,0,0,0,0,0,0,0,0,8,0,4,179
21101125625,0,0,0,0,0,0,0,13,0,0,0,0,4,8,3,0,5,6,0,5,21,0,23,0,0,12,3,0,0,0,0,0,0,0,10,0,6,122
21101125626,0,11,0,0,0,0,0,16,0,3,0,0,4,6,8,0,3,3,0,12,19,0,33,0,0,20,4,0,0,4,0,0,0,0,6,0,0,149
21101125627,0,3,0,0,0,0,0,12,0,3,0,0,15,15,10,0,5,9,0,0,16,0,18,0,0,31,0,0,0,3,0,0,0,0,16,0,0,167
21101125628,0,0,0,0,0,0,0,3,0,0,0,0,3,9,5,0,0,0,0,0,16,0,27,0,0,6,0,0,0,0,0,0,0,0,0,0,13,78
21101125629,0,3,0,0,3,0,0,29,3,9,0,0,29,10,6,0,4,3,0,20,28,0,29,4,0,31,0,0,0,0,0,0,0,0,9,4,22,241
21101125630,0,8,0,0,6,0,0,19,0,6,0,0,0,8,5,0,0,19,0,18,4,0,28,0,0,24,0,0,0,4,0,0,0,0,0,0,18,166
21101125631,0,12,0,0,0,0,0,9,0,0,0,0,0,6,0,0,5,3,0,3,12,0,22,3,0,13,0,0,3,3,0,0,0,0,0,0,7,105
21101125632,0,6,0,0,0,0,0,14,0,0,0,0,3,6,7,0,4,10,0,15,12,0,24,0,0,23,0,0,6,0,0,0,0,0,7,0,3,151
21101125633,0,4,0,0,0,0,0,7,0,0,0,0,5,7,8,0,0,9,0,9,43,0,27,0,0,23,3,0,0,0,0,0,0,0,6,0,9,183
21101125634,0,0,0,0,0,0,0,7,0,8,0,0,3,0,4,0,0,8,0,0,11,0,4,0,0,17,0,0,3,0,0,0,0,0,5,0,13,82
21101125635,0,9,0,0,3,0,0,23,3,11,4,0,12,14,9,0,0,27,0,9,65,0,67,14,0,79,4,0,4,4,0,0,0,0,9,0,16,380
21101125636,0,4,0,0,0,0,0,5,0,0,0,0,4,0,10,0,6,0,0,0,14,0,28,0,0,14,0,0,0,0,0,0,0,0,0,0,16,106
21101125637,0,3,0,0,0,0,0,12,0,3,0,0,0,0,6,0,0,6,0,10,14,0,31,0,0,19,0,0,0,3,0,0,0,0,0,0,8,122
21101125638,0,5,0,0,0,0,0,9,0,0,0,0,9,10,0,0,3,6,0,0,19,0,16,3,0,11,0,0,0,4,0,0,0,0,0,0,0,99
21101125639,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,3,0,0,12,17,0,18,5,0,11,3,0,0,0,0,0,0,0,0,0,5,91
21101125701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21101125702,0,7,0,0,0,0,0,8,0,0,0,0,7,10,7,0,13,14,0,3,13,0,19,0,0,44,0,0,0,0,0,0,0,0,9,0,0,159
21101125703,0,3,0,0,0,0,0,15,0,4,0,0,4,4,0,0,0,13,0,5,31,0,17,0,0,67,3,0,0,0,0,0,0,0,22,0,17,224
21101125704,0,8,0,0,0,0,0,24,0,3,0,0,3,0,5,0,0,9,0,6,25,0,24,6,0,26,0,0,8,5,0,0,0,0,12,0,10,173
21101125705,0,9,0,0,0,0,0,10,4,3,0,0,6,4,0,0,3,7,0,13,16,0,29,0,0,32,0,0,0,0,0,0,0,0,13,0,14,159
21101125706,0,4,0,0,0,0,0,11,0,0,3,0,0,8,0,0,0,3,0,18,22,0,28,0,0,15,0,0,0,0,0,0,0,0,0,0,10,121
21101125707,0,3,0,0,0,0,0,7,3,5,0,0,3,3,0,0,3,9,0,7,14,0,33,0,0,30,0,0,0,0,0,0,0,0,7,0,9,143
21101125708,0,9,0,0,3,0,0,23,0,5,0,0,10,9,4,0,7,3,0,10,7,0,21,0,0,12,0,0,5,0,0,0,0,0,6,0,6,132
21101125709,0,3,0,0,3,0,0,21,0,4,0,0,0,3,11,0,0,0,0,11,16,0,24,0,0,7,0,0,5,0,0,0,0,0,3,0,9,121
21101125710,0,6,0,0,0,0,0,18,0,3,0,0,5,0,4,0,3,4,0,4,14,0,30,0,0,25,0,0,0,0,0,0,0,0,7,0,0,133
21101125711,0,5,0,0,0,0,0,15,0,6,0,0,11,5,5,0,0,8,0,5,13,0,22,4,0,34,0,0,0,0,0,0,0,0,10,0,5,137
21101125712,0,17,0,0,0,0,0,9,0,5,0,0,3,14,0,0,0,9,0,19,20,0,16,0,0,52,0,0,0,0,0,0,0,0,10,0,6,190
21101125713,0,6,0,0,3,0,0,7,0,0,0,0,0,0,6,0,0,4,0,0,14,0,3,0,0,21,0,0,0,3,0,0,0,0,0,0,0,68
21101125714,0,4,0,0,5,0,0,16,0,5,0,0,4,6,9,0,5,4,0,10,25,0,28,0,0,32,0,0,3,0,0,0,0,0,7,0,6,164
21101125715,0,0,0,0,0,0,0,14,0,4,0,0,0,0,0,0,0,0,0,7,8,0,27,0,0,26,0,0,0,0,0,0,0,0,7,0,11,116
21101125716,0,3,0,0,6,0,0,8,0,0,0,0,7,0,0,0,12,5,0,6,26,0,12,7,0,23,0,0,0,0,0,0,0,0,9,0,5,125
21101125717,0,4,0,0,0,0,0,41,0,18,0,0,7,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,20,110
21101125718,0,0,0,0,0,0,0,10,0,4,0,0,4,10,9,0,3,14,0,9,41,0,22,0,0,42,0,0,0,0,0,0,0,0,7,0,11,192
21101125719,0,4,0,0,0,0,0,13,0,3,0,0,5,4,8,0,4,4,0,9,17,0,17,0,0,28,3,0,0,4,0,0,0,0,3,0,23,142
21101125801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21101125802,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
21101125803,0,5,0,0,0,0,0,12,0,9,0,0,16,12,5,0,3,11,0,10,20,0,17,3,0,25,0,0,4,0,0,0,0,0,11,0,12,174
21101125804,0,4,0,0,0,0,0,16,0,9,0,0,0,4,9,0,0,0,0,6,8,0,8,0,0,14,0,0,0,0,0,0,0,0,5,0,6,96
21101125805,0,0,0,0,0,0,0,22,0,7,0,0,0,9,5,0,4,6,0,5,20,0,30,0,0,37,0,0,0,0,0,0,0,0,10,0,14,174
21101125806,0,10,0,0,0,0,0,12,3,0,0,0,8,0,3,0,4,0,0,3,18,0,25,0,0,38,0,0,0,0,0,0,0,0,6,0,9,152
21101125807,0,9,0,0,0,0,0,25,0,11,0,0,3,9,5,0,0,11,0,9,22,0,32,0,0,41,0,0,6,0,0,0,0,0,17,0,6,199
21101125808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21101125809,0,4,0,0,9,0,0,26,0,3,0,0,0,10,5,0,0,5,0,10,8,0,5,0,0,34,0,0,0,3,0,0,0,0,10,0,18,154
21101125810,0,0,0,0,0,0,0,6,0,7,0,0,7,6,0,0,7,5,0,12,14,0,31,0,0,37,0,0,0,3,0,0,0,0,5,0,5,145
21101125811,0,7,0,0,0,0,0,6,0,0,0,0,12,8,0,0,8,0,0,0,6,0,14,7,0,22,0,0,0,3,0,0,0,0,0,0,4,98
21101125812,0,9,0,0,0,0,0,17,0,0,0,0,7,15,0,0,7,13,0,11,11,0,18,0,0,25,0,0,0,0,0,0,0,0,15,0,10,154
21101125813,0,8,0,0,0,0,0,6,0,8,0,0,6,6,3,0,7,13,0,10,19,0,18,0,0,86,3,0,4,0,0,0,0,0,13,0,6,211
21101125814,0,8,0,0,4,0,0,9,0,4,0,0,0,16,8,0,6,5,0,8,13,0,16,0,0,54,7,0,3,7,0,0,0,0,10,0,11,195
21101125815,0,4,0,0,0,0,0,10,0,0,0,0,6,16,10,0,10,10,0,10,4,0,16,7,0,43,10,0,0,0,0,0,0,7,12,0,3,181
21101125816,0,4,0,0,3,0,0,14,0,6,0,0,8,18,5,0,0,5,0,6,18,0,27,9,0,42,3,0,3,3,0,0,0,0,3,0,3,179
21101125817,0,0,0,0,3,0,0,8,0,0,0,0,3,8,9,0,5,6,0,9,18,0,17,0,0,33,0,0,0,0,0,0,0,0,8,0,4,154
21101125818,0,0,0,0,4,0,0,3,0,0,0,0,5,6,0,0,5,7,0,8,21,0,10,0,0,31,0,0,0,0,0,0,0,0,18,0,4,113
21101125819,0,0,0,0,0,0,0,16,0,5,0,0,5,11,5,0,4,3,0,11,8,0,28,0,0,37,0,0,0,0,0,0,0,0,10,0,9,145
21101125820,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,8,0,7,22,0,12,0,0,35,0,0,0,0,0,0,0,0,5,0,5,113
21101125821,0,0,0,0,4,0,0,10,0,0,0,0,6,7,0,0,8,3,0,5,16,0,19,0,0,27,0,0,0,0,0,0,0,0,8,0,8,118
21101125822,0,0,0,0,3,0,0,11,0,4,0,0,3,3,0,0,0,7,0,7,18,0,24,0,0,40,0,0,0,0,0,0,0,0,7,0,9,158
21101125823,0,12,0,0,0,0,0,4,6,0,0,0,4,10,4,0,3,0,0,4,10,0,22,5,0,15,0,0,0,0,0,0,0,0,0,0,22,126
21101125824,0,5,0,0,5,0,0,21,4,6,0,0,0,15,6,0,6,0,0,9,40,0,22,3,0,36,3,0,3,7,0,0,0,0,12,0,14,229
21101125825,0,4,0,0,0,0,0,8,0,4,0,0,8,5,0,0,0,4,0,7,4,0,10,5,0,21,0,0,0,0,0,0,0,0,3,0,18,102
21101125826,0,16,0,0,5,0,0,12,0,3,0,0,8,3,9,0,4,17,0,17,16,0,15,3,0,54,0,0,0,0,0,0,0,0,11,0,18,207
21101125827,0,0,0,0,0,0,0,13,0,3,0,0,6,0,5,0,5,9,0,0,23,0,7,0,0,35,3,0,0,0,3,0,0,0,15,0,17,141
21101125828,0,7,0,0,8,0,0,15,0,13,0,0,0,10,6,0,0,10,0,9,14,0,18,0,0,25,0,0,0,3,0,0,0,0,7,0,3,147
21101125901,0,8,0,0,5,0,0,13,0,3,0,0,0,4,0,0,0,4,0,30,36,0,28,4,0,60,0,0,0,0,0,0,0,0,7,0,24,234
21101125902,0,0,0,0,0,0,0,9,0,5,0,0,0,4,0,0,0,0,0,15,17,0,30,6,0,28,0,0,0,0,0,0,0,0,4,0,3,130
21101125903,0,10,0,0,0,0,0,21,0,3,0,0,0,3,0,0,0,8,0,5,28,0,33,0,0,10,0,0,0,0,0,0,0,0,7,0,6,144
21101125904,0,5,0,0,5,0,0,13,0,3,0,0,5,0,0,0,0,0,0,5,14,0,43,0,0,24,0,0,0,4,0,0,0,0,4,0,7,122
21101125905,0,8,0,0,0,0,0,3,0,6,0,0,4,0,0,0,0,0,0,4,26,0,29,0,0,34,0,0,0,4,0,0,0,0,6,0,6,143
21101125906,0,11,0,0,0,0,0,4,0,3,0,0,8,7,3,0,0,0,0,0,41,0,82,0,0,39,0,0,3,0,0,0,0,0,4,0,15,218
21101125907,0,0,0,0,0,0,0,10,0,0,0,0,0,12,8,0,8,4,0,13,26,0,92,0,0,27,0,0,0,0,0,0,0,0,4,0,5,209
21101125908,0,10,0,0,6,0,0,14,0,3,0,0,7,4,0,0,0,9,0,11,22,0,51,0,0,22,0,0,0,0,0,0,0,0,0,0,16,175
