DZN_21,TotJob_21
214670002,409
214670003,168
214670004,242
214670005,441
214670007,815
214670008,165
214680001,189
214680002,313
214680003,142
214680004,232
214680005,1012
214680006,193
214680007,21
215790001,14
215790002,963
215800001,3287
215800002,284
215800003,1445
215810001,246
215810002,920
215820001,835
215830001,969
215830002,201
215830003,719
215830004,445
215830005,479
215830006,796
215840001,543
215850001,888
215850002,237
215860001,341
215860002,2375
215860003,3053
215860004,3220
215860005,2859
215870001,513
215870002,267
215870003,591
215880001,872
215880002,766
215880003,471
215890001,216
215890002,526
215900001,750
215900002,784
213703066,2413
213703067,1567
213703069,8804
213703070,108
213710001,1190
213710002,598
213710003,1194
213710004,90
213710005,119
213710006,231
213710007,51
213710008,709
213710009,3664
213710010,4090
213713074,825
213713078,1454
213713080,1556
213713081,501
213713082,411
213713083,488
213720001,923
213720002,727
213723088,836
213723089,1119
213733071,747
213733072,311
213733073,691
213733075,701
213733085,250
213743063,999
213743064,2802
213743090,1329
213753068,1255
213753091,1078
213753092,1081
213753093,2386
213753094,177
213753095,394
213763065,1509
213773119,78
213773126,764
213773127,1048
213773128,1608
213783096,539
213783101,309
213783104,73
213783114,470
213783115,310
213783116,405
213783117,171
213783120,608
213783125,111
213783129,258
213783136,114
213793097,554
213793098,523
213793099,2315
213793100,755
213793102,1358
213793103,638
213793105,1552
213793106,488
213793108,877
213813145,1659
213813146,856
213813148,1065
213813149,276
213813150,337
213823131,1032
213823132,848
213823134,371
213823140,698
213833113,685
213833121,1291
213833122,1221
213833130,1652
213843118,704
213843123,3594
213843124,2515
213850001,389
213853107,246
213853109,1195
213853110,444
213853111,2317
213853112,3077
215910001,1126
215910002,1090
215910003,3384
215910004,553
215910005,914
215920001,170
215920002,1023
215920003,5401
