SA1 (UR),"Managers, nfd","Chief Executives, General Managers and Legislators",Farmers and Farm Managers,Specialist Managers,"Hospitality, Retail and Service Managers","Professionals, nfd",Arts and Media Professionals,"Business, Human Resource and Marketing Professionals","Design, Engineering, Science and Transport Professionals",Education Professionals,Health Professionals,ICT Professionals,"Legal, Social and Welfare Professionals","Technicians and Trades Workers, nfd","Engineering, ICT and Science Technicians",Automotive and Engineering Trades Workers,Construction Trades Workers,Electrotechnology and Telecommunications Trades Workers,Food Trades Workers,Skilled Animal and Horticultural Workers,Other Technicians and Trades Workers,"Community and Personal Service Workers, nfd",Health and Welfare Support Workers,Carers and Aides,Hospitality Workers,Protective Service Workers,Sports and Personal Service Workers,"Clerical and Administrative Workers, nfd",Office Managers and Program Administrators,Personal Assistants and Secretaries,General Clerical Workers,Inquiry Clerks and Receptionists,Numerical Clerks,Clerical and Office Support Workers,Other Clerical and Administrative Workers,"Sales Workers, nfd",Sales Representatives and Agents,Sales Assistants and Salespersons,Sales Support Workers,"Machinery Operators and Drivers, nfd",Machine and Stationary Plant Operators,Mobile Plant Operators,Road and Rail Drivers,Storepersons,"Labourers, nfd",Cleaners and Laundry Workers,Construction and Mining Labourers,Factory Process Workers,"Farm, Forestry and Garden Workers",Food Preparation Assistants,Other Labourers,Inadequately described,Not stated,Not applicable,Total
21304135909,0,6,0,7,0,0,0,8,8,7,9,17,0,0,5,0,4,7,4,0,0,0,0,10,0,5,0,0,0,0,4,9,4,0,3,0,0,3,0,0,0,0,9,3,0,0,3,0,0,0,0,4,0,134,270
21304135910,0,0,0,5,9,0,0,3,0,8,9,4,0,0,0,5,3,0,0,0,0,0,4,9,0,0,0,0,0,0,3,3,3,0,3,0,4,0,3,0,0,0,4,0,0,0,6,0,0,0,0,3,0,101,194
21304135911,0,0,0,3,0,0,0,5,3,4,8,4,0,0,0,0,4,0,0,0,0,0,3,7,0,0,0,0,5,0,0,4,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,30,92
21304135912,6,0,0,20,7,0,0,16,8,10,15,7,4,0,6,4,6,5,3,3,3,0,0,19,0,6,0,0,4,0,10,3,3,3,8,0,4,14,3,0,0,13,16,9,0,7,10,4,0,10,3,6,4,305,574
21304135913,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,100,153
21304135914,0,0,0,11,7,0,0,8,7,0,16,7,0,0,7,3,10,0,6,0,0,0,8,15,0,3,4,0,0,0,3,5,10,3,3,0,5,4,0,0,0,5,12,4,0,6,3,4,0,4,3,0,0,192,378
21304135915,0,0,0,20,11,0,0,14,7,12,16,11,3,0,0,4,3,0,3,0,0,0,0,16,5,9,9,0,9,3,0,6,8,3,0,0,0,13,0,0,4,5,13,8,0,0,9,3,0,0,3,5,0,247,494
21304135916,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,3,4,53,116
21304135917,0,0,0,11,7,0,0,18,5,9,16,8,0,0,3,0,5,6,6,0,7,0,9,21,4,3,0,0,0,0,6,5,11,0,4,0,5,5,3,0,3,3,26,7,0,3,4,4,0,0,3,0,10,289,553
21304135918,0,0,0,18,3,0,4,4,4,4,9,0,0,0,4,6,6,0,4,0,0,0,3,14,0,0,0,0,0,0,0,3,11,0,4,0,6,13,5,0,4,6,21,12,0,5,3,0,0,3,5,0,7,228,438
21304135919,0,0,0,8,5,5,0,16,9,4,11,6,5,0,10,3,6,9,5,0,5,0,3,13,3,4,0,0,0,0,3,3,14,0,9,0,3,11,4,0,0,4,12,8,0,0,3,8,0,6,3,0,0,161,393
21304135920,0,0,0,0,6,0,0,6,0,0,3,0,0,0,0,0,0,0,5,0,0,0,3,5,0,0,0,0,4,0,0,0,8,0,0,0,0,7,0,0,3,3,5,0,0,0,0,0,0,0,0,0,0,38,99
21304135921,0,0,0,4,7,0,0,6,3,9,19,4,4,0,7,10,10,4,4,0,3,0,6,18,0,8,0,0,4,0,0,4,5,4,8,0,4,9,0,0,3,4,24,3,0,6,4,11,0,0,0,5,7,227,456
21304135922,0,0,0,11,3,0,0,6,0,5,12,4,0,0,5,3,4,3,7,0,0,0,0,13,4,3,0,4,0,0,0,3,5,5,8,0,4,5,0,0,3,0,8,3,0,6,4,3,0,3,0,3,0,157,301
21304135923,0,0,0,13,4,0,0,13,6,4,18,3,0,0,5,10,0,3,0,0,6,0,0,10,3,8,0,0,3,0,4,0,11,6,5,0,0,14,3,0,9,3,11,3,0,6,5,0,0,0,0,4,0,254,464
21304135924,0,4,0,15,9,0,0,13,8,3,9,14,0,0,4,5,5,5,3,0,0,0,0,25,5,4,0,0,5,0,0,4,9,4,9,0,4,10,4,0,3,5,23,9,0,4,0,6,0,0,0,4,0,245,474
21304135925,0,0,0,8,0,0,0,3,3,3,3,10,0,0,5,4,6,0,0,0,4,0,3,7,3,3,0,0,0,0,0,3,3,7,0,0,0,9,0,0,4,0,18,0,0,3,0,0,0,3,0,0,0,159,288
21304135926,0,0,0,9,10,0,0,9,0,5,14,9,0,0,4,5,5,3,3,0,0,0,0,22,6,3,0,0,0,0,0,3,10,4,5,0,3,6,0,0,3,3,12,0,0,0,3,8,0,6,5,3,0,200,402
21304135927,0,0,0,5,3,0,0,7,3,5,11,5,0,0,4,6,13,5,6,0,4,0,0,9,3,3,0,5,9,0,4,5,7,3,3,0,5,10,3,0,0,3,12,6,0,0,8,7,0,4,3,9,0,179,358
21304135928,0,0,0,7,14,0,0,0,5,5,11,0,0,0,5,6,9,4,9,0,3,0,3,8,0,4,0,0,0,0,0,0,8,9,0,0,6,10,5,0,3,4,12,4,0,5,6,3,0,6,0,3,0,194,368
21304135929,3,0,0,10,8,0,0,9,6,5,18,16,5,0,3,5,9,0,3,0,0,0,0,10,0,0,0,0,0,0,3,0,5,0,6,0,0,4,0,0,0,0,9,4,0,0,3,3,0,0,0,3,0,138,306
21304135930,0,0,0,7,5,0,3,8,4,4,9,17,0,0,7,0,0,5,0,0,0,0,0,5,0,4,5,0,3,0,3,8,5,4,4,0,3,8,0,0,0,4,20,6,0,5,4,0,0,5,4,6,5,160,350
21304135931,0,3,0,11,6,0,0,10,3,5,13,9,0,0,5,0,7,0,5,0,0,0,0,14,0,3,4,0,0,0,4,4,10,0,7,0,0,6,0,0,0,3,16,0,0,6,4,0,0,0,3,0,0,198,358
21304135932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21304135933,0,0,0,15,8,0,0,21,13,5,12,22,3,0,7,7,12,8,0,0,0,0,0,21,0,4,3,0,0,0,4,4,13,0,6,0,3,14,6,0,3,0,13,8,0,4,7,11,4,5,0,3,7,288,564
21304135934,0,0,0,10,6,0,0,8,0,5,9,15,4,0,6,0,14,0,7,0,0,0,5,12,9,0,5,0,4,0,0,3,4,3,10,0,4,5,0,0,0,6,17,4,0,0,0,0,0,4,4,0,4,187,372
21304135935,0,0,0,9,7,3,0,15,5,3,7,9,8,0,3,3,6,4,4,0,3,0,3,19,7,0,4,0,5,0,3,10,9,6,7,0,5,12,0,0,0,6,28,3,0,0,5,4,4,0,0,4,0,259,509
21304135936,0,0,0,6,5,0,0,5,0,8,6,4,0,0,0,6,12,5,3,0,5,0,5,13,3,6,0,0,3,0,7,3,0,0,0,0,8,15,0,0,3,0,25,6,0,3,10,3,0,0,7,0,0,181,372
21304135937,0,0,0,4,12,0,0,4,7,7,21,13,4,0,4,6,9,4,0,0,4,0,3,8,4,0,0,0,4,0,0,3,5,0,0,0,4,9,0,0,8,0,10,4,0,3,5,8,0,6,0,0,4,177,367
21304135938,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,5,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,76,131
21304135939,0,0,0,8,4,0,0,6,9,3,11,0,4,0,0,4,9,5,0,0,0,0,3,13,0,3,0,0,4,0,7,6,4,0,3,0,4,0,0,0,3,0,14,6,0,0,0,10,0,0,0,5,0,118,284
21304135940,0,4,0,14,6,3,0,14,13,9,18,3,7,0,6,7,5,0,12,0,4,0,0,25,4,8,5,0,3,5,3,4,5,3,4,0,7,14,0,0,3,5,34,8,0,3,0,9,0,3,0,10,7,244,572
21304135941,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,46,66
21304135942,0,0,0,3,9,0,0,4,4,3,6,4,0,0,6,0,0,5,0,0,0,0,0,7,0,3,0,0,0,0,0,0,4,4,0,0,3,16,0,0,0,3,13,3,0,0,4,0,0,0,0,0,3,163,305
21304135943,0,0,0,8,10,0,0,11,0,3,11,15,3,0,3,4,7,0,7,0,0,0,0,11,0,0,0,0,3,0,4,9,5,0,5,0,3,6,3,0,5,6,16,0,0,0,7,3,0,4,0,0,0,185,367
21304135944,0,0,0,5,4,0,0,3,0,4,0,6,0,0,0,0,8,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,6,3,0,0,3,0,0,0,0,0,0,63,145
21304135945,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,16,60
21304135946,0,0,0,4,3,0,0,6,0,0,6,10,0,0,8,0,4,4,0,0,0,0,0,13,0,5,0,0,0,0,0,0,3,0,3,0,0,0,6,0,0,7,11,0,0,0,4,5,0,0,0,0,0,148,281
21304135947,0,0,0,10,3,0,0,5,0,3,9,7,0,3,10,0,6,0,4,0,3,0,3,14,0,7,0,0,4,0,0,4,3,0,7,0,0,6,0,0,0,0,15,7,0,5,6,4,5,0,0,0,0,211,376
21304135948,0,0,3,10,13,0,0,0,0,0,0,0,0,0,0,4,13,0,0,0,3,0,6,11,0,6,0,0,0,0,0,5,4,0,6,0,0,9,0,0,0,0,5,5,0,3,0,0,3,0,0,0,4,204,326
21304135949,0,0,0,14,22,0,0,15,8,6,27,29,3,0,8,6,11,3,4,4,3,0,4,20,0,4,0,0,9,3,6,13,13,0,10,0,10,16,0,0,3,4,24,9,0,7,5,8,0,3,0,0,3,341,693
21304135950,0,0,0,0,12,3,0,12,0,5,9,7,0,0,3,3,11,3,4,0,4,0,5,5,4,3,0,0,0,0,5,3,3,3,6,0,0,5,0,0,0,0,9,5,0,9,3,4,0,5,0,0,0,115,299
21304135951,0,0,0,11,8,0,0,10,0,5,17,8,0,0,8,0,6,5,0,0,0,0,5,18,0,0,4,0,3,0,3,0,8,6,3,0,4,9,6,0,3,3,20,4,3,3,6,3,0,6,4,3,4,239,460
21304136001,0,0,0,9,3,0,0,6,4,8,11,8,3,0,4,3,7,4,5,0,0,0,0,5,4,0,6,0,6,0,5,3,7,3,3,0,3,26,13,0,4,3,8,10,0,3,3,4,0,8,0,3,0,223,457
21304136002,0,0,0,14,12,0,0,10,5,8,10,6,5,0,0,0,3,0,3,0,6,0,3,10,0,4,0,0,6,0,0,5,9,0,3,0,4,13,4,0,7,4,15,4,0,11,7,6,0,3,3,7,4,268,508
21304136003,0,0,0,18,8,0,0,10,0,15,12,3,0,0,6,11,11,3,13,3,3,0,0,23,0,0,5,0,3,3,3,4,11,8,9,0,7,16,0,0,3,4,6,5,5,4,3,8,0,4,10,0,13,344,638
21304136004,0,0,0,15,9,0,0,10,5,6,4,4,3,0,5,7,11,3,6,3,3,0,0,13,0,4,0,0,4,0,8,8,8,0,3,0,4,21,7,0,5,3,10,6,0,5,5,0,0,0,4,0,4,284,519
21304136005,0,3,0,11,5,0,0,9,4,19,13,7,6,0,5,6,11,3,0,0,3,0,4,10,0,4,0,0,4,0,5,4,6,0,6,0,0,12,0,0,0,3,6,0,0,4,0,0,0,0,9,0,0,172,349
21304136006,3,0,0,39,15,0,0,34,14,11,16,15,3,0,11,11,23,7,8,0,0,0,3,17,10,3,8,0,8,5,6,10,26,6,18,0,4,26,8,3,3,3,12,14,0,5,12,4,0,8,5,11,4,437,882
21304136007,0,5,0,17,9,0,0,12,0,17,9,5,4,0,0,9,9,3,3,4,0,0,6,14,0,5,3,0,4,0,17,0,6,0,10,0,4,29,4,0,0,4,16,6,0,9,6,0,0,5,3,8,3,233,499
21304136008,0,0,0,10,4,0,0,4,6,6,12,7,0,0,3,6,0,0,0,0,0,0,0,13,3,0,0,0,0,0,0,0,3,3,4,0,6,15,0,0,4,6,3,3,0,5,0,5,0,3,5,3,0,160,314
21304136009,0,4,0,19,9,0,0,12,12,15,10,6,0,0,5,7,11,6,0,0,5,0,0,11,5,0,3,0,4,0,7,5,14,0,3,0,3,20,8,0,6,4,4,0,0,4,0,6,0,0,6,7,0,289,542
21304136010,0,0,0,19,11,0,0,14,10,18,12,9,4,0,6,8,10,6,0,0,7,0,5,19,0,8,4,0,8,0,0,7,3,4,9,0,9,30,5,0,0,9,14,5,0,3,13,9,0,5,9,7,6,374,698
21304136011,0,0,0,12,5,0,0,8,4,9,3,8,3,0,5,5,11,0,0,0,0,0,0,4,0,3,0,0,0,0,4,4,8,0,3,0,3,3,5,0,0,0,4,0,0,0,10,3,0,9,0,3,0,143,277
21304136012,0,4,0,12,11,0,0,11,5,4,7,4,6,0,0,5,8,3,0,0,0,0,3,9,5,3,0,0,8,0,10,4,6,8,5,0,7,25,3,0,8,5,12,7,0,3,6,3,0,6,4,3,0,247,474
21304136013,0,0,0,11,4,0,0,14,4,4,6,6,0,0,4,4,7,0,5,0,4,0,0,4,3,0,0,0,3,0,4,4,10,7,9,0,4,13,3,0,0,4,6,0,0,6,0,4,0,3,6,0,3,231,392
21304136014,3,3,0,25,23,0,0,26,12,16,9,12,9,0,10,11,17,8,7,5,4,0,6,25,12,4,3,0,8,5,5,14,18,4,15,0,0,37,5,0,3,3,8,11,0,10,10,9,0,6,4,3,0,442,862
21304136015,0,0,3,10,6,0,0,9,0,6,12,5,0,0,0,6,9,0,3,0,6,0,0,8,3,4,0,0,3,0,4,5,8,0,0,0,4,14,0,0,5,3,9,4,0,3,6,8,0,0,0,6,0,179,356
21304136016,0,0,0,12,13,0,0,5,4,8,8,4,0,0,3,7,0,4,0,0,4,0,4,15,4,9,0,0,7,0,0,3,5,4,3,0,3,6,0,0,4,6,7,7,0,5,4,3,0,3,3,0,0,442,621
21304136017,6,0,0,25,16,0,0,24,12,22,20,12,3,0,11,3,16,6,6,4,12,0,0,30,5,5,6,0,9,0,11,15,28,3,15,0,7,27,5,0,5,5,13,17,0,6,8,9,0,10,5,3,3,415,840
21304136019,4,0,0,22,16,0,0,21,3,25,7,3,0,0,9,4,14,5,3,3,6,0,0,14,11,4,12,0,11,0,20,14,16,3,3,0,10,30,6,0,4,10,10,14,0,0,11,7,4,4,16,7,6,370,774
21304136020,3,0,0,17,7,3,0,9,0,5,4,3,4,0,4,9,3,7,4,0,0,0,0,14,4,7,10,0,0,8,8,3,6,0,8,0,5,14,5,0,0,6,4,7,0,0,8,0,0,5,5,5,0,195,411
21304136021,0,3,0,10,15,0,0,5,0,6,10,0,0,0,5,8,5,5,6,0,0,0,0,4,4,6,3,0,0,0,13,11,12,4,0,0,0,25,5,0,3,3,10,0,0,0,9,5,0,0,0,5,0,199,417
21304136022,4,0,0,17,13,0,0,9,3,6,11,3,3,0,0,5,3,10,0,0,0,0,3,3,0,0,5,0,5,0,5,0,12,3,10,0,0,27,6,0,3,4,4,6,0,3,5,3,0,0,3,9,0,192,415
21304136023,0,0,0,30,12,0,0,14,9,15,3,7,0,0,10,4,7,4,7,0,0,0,5,8,8,0,4,0,3,0,6,0,12,5,22,0,7,16,4,0,3,4,9,9,0,0,7,0,0,5,7,5,0,248,503
21304136025,0,0,0,28,9,0,0,9,4,7,15,9,0,0,7,4,11,8,5,0,3,0,3,13,8,4,0,0,10,0,4,0,8,0,6,0,4,20,0,0,10,9,17,5,0,5,3,3,0,3,6,7,0,291,558
21304136026,5,0,0,11,15,0,0,10,4,6,4,5,3,0,9,9,5,0,0,0,0,0,4,9,9,9,0,0,0,0,5,4,6,4,0,0,3,15,0,0,0,0,6,3,0,0,4,0,0,10,3,7,0,163,364
21304136027,0,0,0,24,11,0,0,15,10,12,12,6,0,0,5,5,11,7,0,0,7,0,0,9,5,0,7,0,9,0,9,7,21,4,14,0,5,21,5,0,4,7,12,7,0,7,0,3,0,9,3,4,0,268,567
21304136028,0,4,0,21,13,0,0,3,0,18,8,18,7,0,6,4,15,6,7,0,4,0,5,7,3,3,4,0,10,10,9,6,16,6,8,0,7,23,7,0,3,11,7,4,0,11,10,4,0,8,6,9,0,363,684
21304136029,0,5,0,9,6,0,0,14,11,8,10,15,0,0,4,4,3,4,9,7,5,0,3,14,11,3,0,0,9,0,6,9,16,0,12,0,3,16,3,0,0,3,12,3,0,4,6,10,0,3,0,0,3,265,537
21304136030,0,0,0,27,6,4,0,18,4,6,9,8,0,0,5,6,8,0,0,0,0,0,0,7,11,0,0,0,4,0,0,5,10,3,0,0,6,20,0,0,6,6,3,0,0,6,3,0,0,0,0,4,4,238,450
21304136031,3,3,0,46,23,0,0,40,15,19,17,21,5,0,5,8,14,15,0,0,8,0,6,17,3,3,0,0,6,3,16,5,21,0,18,0,6,29,3,0,6,3,9,8,0,7,8,6,0,6,7,7,0,441,897
21304136032,6,3,0,31,3,0,0,15,11,15,10,4,0,0,9,5,8,8,0,0,10,0,0,18,4,9,0,0,9,3,12,4,12,0,11,0,0,23,4,0,0,5,5,10,0,4,0,0,0,8,4,6,3,301,608
21304136033,0,3,0,17,4,0,5,5,5,8,9,5,0,0,4,11,0,4,0,4,3,0,6,14,4,3,8,0,0,0,11,13,7,0,7,0,3,6,3,0,3,7,8,9,0,6,8,0,0,4,5,4,0,196,411
21304136034,0,4,0,37,11,0,0,20,0,4,10,12,8,0,7,6,15,7,3,3,4,0,3,23,4,4,4,0,5,0,11,10,15,4,11,0,12,24,7,0,5,8,13,13,0,5,10,8,0,0,0,5,0,359,713
21304136035,3,0,0,17,11,0,0,14,5,8,8,7,0,0,5,5,6,0,0,0,0,0,3,6,0,7,0,0,5,0,9,0,7,5,6,0,3,16,3,0,0,0,6,5,0,6,6,6,0,9,5,0,0,216,428
21304136036,0,0,0,17,9,0,0,11,8,0,12,10,0,0,11,3,4,6,0,0,0,0,0,11,0,3,0,0,5,0,3,3,5,3,0,0,0,11,3,0,5,3,4,4,0,0,4,6,0,0,5,0,5,189,360
21304136037,0,4,0,22,19,4,0,20,13,20,14,4,0,0,11,5,8,10,0,0,10,0,4,18,8,5,5,0,4,0,5,6,7,0,10,0,6,23,4,0,5,7,6,3,0,3,6,3,0,4,8,5,0,279,599
21304136038,4,4,0,28,12,0,0,20,4,8,9,13,0,0,6,4,11,4,4,0,6,0,9,10,0,0,0,0,0,0,8,4,7,3,11,0,7,13,6,0,4,3,8,8,0,6,0,6,0,4,8,8,0,335,611
21304146101,0,0,0,0,7,0,0,3,0,0,6,0,0,0,3,9,10,0,3,3,0,0,0,8,0,5,0,0,5,0,3,3,8,0,5,0,0,8,3,0,3,3,11,9,4,3,0,3,6,0,6,0,0,192,354
21304146102,0,0,0,4,5,0,0,4,6,3,9,5,0,0,7,0,6,5,0,0,4,0,0,7,0,5,3,0,4,0,7,8,8,4,3,0,3,12,0,0,3,3,11,9,0,3,3,6,0,0,5,4,0,204,389
21304146103,0,0,0,3,6,0,0,9,3,0,7,4,0,0,0,3,5,3,0,0,0,0,4,7,3,0,0,0,0,0,0,4,9,0,0,0,0,0,4,0,0,0,5,3,0,0,0,5,0,7,4,0,0,137,245
21304146104,0,0,0,16,13,0,0,15,4,12,13,7,0,0,10,12,7,3,3,0,6,0,0,18,9,3,4,0,5,0,0,3,10,8,3,0,3,15,4,0,9,5,9,19,0,6,4,12,0,8,0,10,0,356,653
21304146105,0,0,0,3,0,0,0,9,3,7,3,12,0,0,0,11,6,0,0,0,0,0,0,11,5,7,0,0,4,4,3,3,3,5,4,0,0,16,0,0,3,11,17,4,0,5,3,5,0,0,4,0,4,174,348
21304146106,0,0,0,5,0,0,0,3,0,3,0,0,0,0,0,4,4,0,0,0,0,0,4,10,0,0,0,0,0,0,0,0,5,0,5,0,0,8,3,0,4,0,3,0,0,4,0,0,0,0,4,6,0,136,228
21304146107,0,0,0,18,4,0,0,6,0,7,8,3,4,0,3,9,6,0,5,0,7,0,9,15,4,9,4,0,0,0,8,4,11,6,6,0,0,14,3,0,6,6,5,6,0,16,0,12,0,3,4,5,7,304,530
21304146108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21304146109,0,0,0,5,3,0,0,3,0,3,5,0,0,0,3,0,3,3,0,0,0,0,3,9,0,3,0,3,0,0,3,6,11,0,3,0,0,10,0,0,4,0,5,9,0,7,0,0,0,4,4,4,0,115,245
21304146110,0,0,0,10,8,0,0,13,0,4,11,0,0,4,6,3,8,6,4,4,6,0,3,14,3,5,0,0,4,0,8,8,10,0,3,0,3,15,9,0,5,9,10,11,0,0,10,4,0,5,13,0,0,223,451
21304146111,0,0,0,6,3,0,0,7,3,5,8,0,4,0,4,6,7,0,3,0,4,0,3,17,3,0,0,0,0,0,4,4,10,3,4,0,0,9,6,0,4,5,6,0,0,6,0,6,0,4,6,0,5,225,411
21304146112,0,0,0,4,5,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,8,6,0,0,0,0,0,0,5,0,0,0,0,6,0,0,497,571
21304146113,0,4,0,55,34,0,0,54,16,26,58,36,3,0,16,16,24,11,3,3,12,0,3,33,6,8,10,0,11,0,10,9,33,19,14,0,10,34,10,0,5,11,8,16,0,5,7,14,0,4,5,4,7,708,1373
21304146201,0,0,0,7,10,0,0,12,7,12,8,6,0,0,4,9,4,7,5,0,3,0,3,13,14,5,5,0,0,0,5,4,12,3,9,0,3,14,0,0,5,3,5,6,0,13,0,5,0,3,0,5,3,261,495
21304146202,0,0,0,9,6,0,0,10,4,6,10,11,0,0,5,0,0,3,0,0,0,0,0,11,0,6,0,0,0,0,5,5,9,4,4,0,6,5,0,0,3,0,3,5,0,4,5,3,0,5,3,0,0,193,358
21304146203,0,0,0,11,4,0,0,7,3,6,9,16,4,0,0,0,7,4,9,0,0,0,4,10,4,3,4,0,7,0,11,0,8,0,5,0,3,11,0,0,0,4,6,3,0,0,0,4,0,5,0,0,0,216,404
21304146204,0,0,0,24,10,0,0,20,10,8,16,5,6,0,7,4,7,5,9,0,0,0,0,17,0,0,0,0,9,0,4,6,9,0,5,0,4,18,4,0,4,9,3,6,0,3,0,7,0,0,8,8,0,304,564
21304146205,0,0,0,10,6,0,0,10,7,5,9,16,0,0,8,6,6,0,4,0,7,0,0,15,5,0,0,0,6,0,4,3,6,0,0,0,0,14,0,0,3,5,11,5,0,3,0,6,0,9,3,6,5,226,454
21304146206,0,0,0,32,10,0,0,21,10,14,18,19,0,0,5,6,15,4,4,0,9,0,0,16,8,11,10,0,9,0,9,13,13,4,7,0,0,17,4,0,6,12,20,7,0,15,4,6,0,5,4,6,0,428,804
21304146207,0,0,0,9,7,0,4,8,6,10,9,12,0,0,3,7,3,6,4,0,5,0,3,4,9,5,4,0,0,0,3,4,3,5,0,0,5,6,7,0,5,6,11,6,0,3,7,9,0,9,3,4,8,290,503
21304146208,0,0,0,10,6,0,0,14,5,7,11,7,5,0,0,4,6,4,0,0,0,0,0,13,3,0,0,0,0,7,8,4,3,0,9,0,0,14,6,0,0,0,13,6,0,5,3,3,0,3,3,0,0,223,414
21304146209,0,0,0,15,9,4,0,8,8,5,8,20,0,0,9,4,9,4,4,0,3,0,5,11,4,4,0,0,0,0,7,3,13,0,10,0,0,17,3,0,3,9,6,8,0,0,3,8,0,0,0,8,0,335,588
21304146210,0,0,0,5,5,0,0,9,4,7,3,7,3,0,4,4,3,0,0,0,0,0,3,6,0,3,13,0,3,0,6,0,8,0,8,0,5,13,0,0,0,9,7,6,0,3,0,5,3,4,11,0,3,235,435
21304146211,0,0,0,18,10,0,0,13,5,6,7,11,0,0,5,5,9,8,0,0,0,0,0,11,3,3,0,0,6,4,8,0,12,3,11,0,0,11,0,0,0,3,10,6,0,5,4,6,0,3,5,0,0,265,493
21304146212,0,0,0,10,8,0,0,10,7,9,12,4,0,0,3,3,3,3,3,0,3,0,3,14,4,5,8,0,6,0,4,0,8,7,6,0,0,19,4,0,4,6,12,3,0,5,3,4,0,6,0,3,0,242,482
21304146213,0,0,0,20,15,0,0,20,5,9,3,13,0,0,4,4,3,9,0,0,0,0,0,15,4,4,3,0,0,3,0,5,4,0,0,0,6,19,0,0,0,4,4,5,0,3,0,5,0,0,4,3,0,174,388
21304146301,0,0,0,21,15,0,3,23,9,15,16,9,0,0,10,8,0,7,10,3,5,0,4,17,3,0,6,0,8,0,5,8,13,4,6,0,0,25,4,0,6,8,10,3,0,0,5,6,0,3,8,6,3,334,658
21304146302,5,9,0,81,35,5,0,38,23,26,51,29,19,0,17,10,18,14,9,5,15,0,10,28,22,9,17,0,25,6,28,15,19,3,26,0,15,52,12,0,8,11,28,25,0,19,9,8,3,8,7,9,3,885,1709
21304146303,0,0,0,6,0,0,0,11,0,7,7,0,4,0,3,5,3,0,0,0,0,0,5,12,4,0,0,0,3,0,6,0,5,3,4,0,6,18,4,0,3,8,9,6,0,8,4,3,0,0,3,0,0,196,371
21304146304,0,0,0,17,9,0,0,11,3,13,15,3,5,0,8,0,13,14,0,0,8,0,0,5,4,0,3,3,4,0,10,0,8,0,9,0,0,25,7,0,7,0,4,3,0,4,5,5,0,0,6,0,0,197,428
21304146305,0,3,0,25,16,0,0,17,12,18,7,7,6,0,4,5,6,3,0,3,3,0,0,13,8,0,0,0,7,0,16,11,9,3,9,0,4,25,4,0,0,11,6,14,0,4,7,6,0,0,0,8,0,286,591
21304146306,3,9,0,30,23,0,0,23,6,10,24,7,11,0,10,6,11,8,3,0,0,0,0,12,4,3,0,0,16,3,7,7,10,0,3,0,3,29,3,0,7,0,13,6,0,5,4,13,0,14,8,0,4,309,674
21304146307,0,0,0,13,8,3,0,8,5,12,6,8,3,0,3,0,4,3,0,0,0,0,6,9,3,0,3,0,7,0,7,3,7,0,3,0,0,17,4,0,7,0,11,7,0,0,3,6,0,3,6,4,5,165,348
21304146308,3,3,0,21,8,0,0,12,0,5,13,6,9,0,3,5,3,4,9,0,3,0,6,7,5,0,0,0,3,0,3,0,12,3,6,0,0,19,0,0,0,3,8,0,0,0,7,3,0,0,6,5,0,186,397
21304146309,0,7,0,22,13,0,0,4,5,5,13,5,4,0,0,4,8,5,3,0,0,0,5,7,5,6,0,0,10,0,4,8,10,3,6,0,0,14,3,0,3,0,4,10,0,9,0,0,0,4,8,4,0,229,454
21304146310,0,8,0,22,15,0,0,11,9,10,14,9,3,0,9,8,10,0,4,0,4,0,9,13,4,7,3,0,3,0,5,11,6,5,9,0,5,19,6,0,3,4,12,7,0,6,0,12,0,0,8,7,0,363,661
